"Subject"	"Session"	"SessionDate"	"SessionTime"	"Condition"	"mapping"	"Trial"	"Gender.RESP"	"Race.RESP"	"SubTrial"	"BlackPrime"	"ChunkList"	"Correct"	"feedbackmask"	"GunTarget"	"ITIValue"	"NeuTarget"	"Probe.ACC"	"Probe.RT"	"Probe1.ACC"	"Probe1.RT"	"ProbeType"	"Procedure.Trial."	"Procedure.SubTrial."	"Repeat"	"Running.SubTrial."	"ToolTarget"	"TrialType"	"WhitePrime"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	18	""	1	"f"	"fast"	""	NA	"gripstrength.bmp"	1	463	NA	NA	"gripstrength.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface2.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	19	""	1	"f"	"slow"	""	NA	"giraffe.bmp"	1	502	NA	NA	"giraffe.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface1.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	20	"BlackFace2.bmp"	1	"f"	"fast"	""	NA	"banana.bmp"	1	429	NA	NA	"banana.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	21	""	1	"j"	"fast"	"WEAPON4.bmp"	NA	""	1	404	NA	NA	"WEAPON4.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface3.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	22	"BlackFace3.bmp"	1	"j"	"fast"	"WEAPON2.bmp"	NA	""	1	483	NA	NA	"WEAPON2.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	23	""	1	"f"	"fast"	""	NA	"absneut3.bmp"	1	442	NA	NA	"absneut3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface3.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	24	"BlackFace4.bmp"	1	"f"	"slow"	""	NA	"banana.bmp"	0	0	NA	NA	"banana.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	25	"BlackFace1.bmp"	1	"f"	"fast"	""	NA	"absneut3.bmp"	1	433	NA	NA	"absneut3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	26	""	1	"f"	"slow"	""	NA	"gripstrength.bmp"	0	0	NA	NA	"gripstrength.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface2.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	27	"BlackFace4.bmp"	1	"j"	"fast"	"WEAPON1.bmp"	NA	""	1	416	NA	NA	"WEAPON1.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	28	"BlackFace1.bmp"	1	"f"	"slow"	""	NA	"giraffe.bmp"	1	535	NA	NA	"giraffe.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	29	""	1	"j"	"fast"	"WEAPON4.bmp"	NA	""	1	359	NA	NA	"WEAPON4.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface1.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	30	"BlackFace2.bmp"	1	"f"	"fast"	""	NA	"absneut3.bmp"	1	374	NA	NA	"absneut3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	31	""	1	"j"	"fast"	"WEAPON2.bmp"	NA	""	0	325	NA	NA	"WEAPON2.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface4.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	32	""	1	"j"	"fast"	"WEAPON3.bmp"	NA	""	1	365	NA	NA	"WEAPON3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface1.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	33	""	1	"j"	"fast"	"WEAPON1.bmp"	NA	""	1	388	NA	NA	"WEAPON1.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface3.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	34	""	1	"j"	"fast"	"WEAPON4.bmp"	NA	""	1	380	NA	NA	"WEAPON4.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface2.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	35	"BlackFace3.bmp"	1	"j"	"fast"	"WEAPON3.bmp"	NA	""	1	363	NA	NA	"WEAPON3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	36	""	1	"j"	"fast"	"WEAPON2.bmp"	NA	""	1	362	NA	NA	"WEAPON2.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface4.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	37	"BlackFace4.bmp"	1	"j"	"fast"	"WEAPON1.bmp"	NA	""	1	274	NA	NA	"WEAPON1.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	38	"BlackFace1.bmp"	1	"f"	"fast"	""	NA	"giraffe.bmp"	1	409	NA	NA	"giraffe.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	39	"BlackFace2.bmp"	1	"f"	"fast"	""	NA	"gripstrength.bmp"	0	304	NA	NA	"gripstrength.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	40	"BlackFace3.bmp"	1	"f"	"fast"	""	NA	"banana.bmp"	1	440	NA	NA	"banana.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	41	""	1	"f"	"fast"	""	NA	"giraffe.bmp"	1	399	NA	NA	"giraffe.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface3.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	42	"BlackFace2.bmp"	1	"j"	"fast"	"WEAPON2.bmp"	NA	""	1	383	NA	NA	"WEAPON2.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	43	""	1	"j"	"fast"	"WEAPON1.bmp"	NA	""	1	358	NA	NA	"WEAPON1.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface4.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	44	""	1	"f"	"fast"	""	NA	"absneut3.bmp"	1	357	NA	NA	"absneut3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface2.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	45	"BlackFace3.bmp"	1	"f"	"fast"	""	NA	"gripstrength.bmp"	1	476	NA	NA	"gripstrength.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	46	"BlackFace4.bmp"	1	"j"	"fast"	"WEAPON4.bmp"	NA	""	0	323	NA	NA	"WEAPON4.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	47	""	1	"f"	"fast"	""	NA	"banana.bmp"	1	410	NA	NA	"banana.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface1.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	48	""	1	"f"	"slow"	""	NA	"giraffe.bmp"	1	522	NA	NA	"giraffe.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface1.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	49	"BlackFace1.bmp"	1	"f"	"fast"	""	NA	"banana.bmp"	1	433	NA	NA	"banana.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	50	"BlackFace2.bmp"	1	"f"	"fast"	""	NA	"gripstrength.bmp"	1	481	NA	NA	"gripstrength.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	51	""	1	"j"	"fast"	"WEAPON3.bmp"	NA	""	1	328	NA	NA	"WEAPON3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface4.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	52	"BlackFace1.bmp"	1	"j"	"fast"	"WEAPON2.bmp"	NA	""	1	359	NA	NA	"WEAPON2.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	53	""	1	"f"	"fast"	""	NA	"absneut3.bmp"	1	343	NA	NA	"absneut3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface2.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	54	"BlackFace4.bmp"	1	"j"	"fast"	"WEAPON3.bmp"	NA	""	1	446	NA	NA	"WEAPON3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	55	"BlackFace3.bmp"	1	"f"	"fast"	""	NA	"absneut3.bmp"	1	381	NA	NA	"absneut3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	56	""	1	"j"	"fast"	"WEAPON4.bmp"	NA	""	1	341	NA	NA	"WEAPON4.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface3.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	57	"BlackFace4.bmp"	1	"j"	"fast"	"WEAPON1.bmp"	NA	""	1	340	NA	NA	"WEAPON1.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	58	""	1	"f"	"fast"	""	NA	"banana.bmp"	1	388	NA	NA	"banana.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface2.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	59	"BlackFace2.bmp"	1	"j"	"fast"	"WEAPON2.bmp"	NA	""	1	283	NA	NA	"WEAPON2.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	60	""	1	"j"	"fast"	"WEAPON4.bmp"	NA	""	1	354	NA	NA	"WEAPON4.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface3.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	62	""	3	"j"	"fast"	"WEAPON3.bmp"	NA	""	1	359	NA	NA	"WEAPON3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface1.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	63	""	3	"f"	"fast"	""	NA	"gripstrength.bmp"	0	311	NA	NA	"gripstrength.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface4.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	64	"BlackFace3.bmp"	3	"j"	"fast"	"WEAPON1.bmp"	NA	""	1	358	NA	NA	"WEAPON1.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	65	""	3	"j"	"fast"	"WEAPON3.bmp"	NA	""	1	365	NA	NA	"WEAPON3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface2.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	66	""	3	"j"	"fast"	"WEAPON1.bmp"	NA	""	1	324	NA	NA	"WEAPON1.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface3.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	67	""	3	"j"	"fast"	"WEAPON4.bmp"	NA	""	1	379	NA	NA	"WEAPON4.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface1.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	68	"BlackFace1.bmp"	3	"j"	"fast"	"WEAPON2.bmp"	NA	""	1	458	NA	NA	"WEAPON2.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	69	""	3	"j"	"fast"	"WEAPON2.bmp"	NA	""	1	354	NA	NA	"WEAPON2.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface4.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	70	""	3	"f"	"fast"	""	NA	"giraffe.bmp"	1	441	NA	NA	"giraffe.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface4.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	71	"BlackFace2.bmp"	3	"j"	"fast"	"WEAPON4.bmp"	NA	""	1	313	NA	NA	"WEAPON4.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	72	""	3	"j"	"fast"	"WEAPON3.bmp"	NA	""	1	352	NA	NA	"WEAPON3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface2.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	73	"BlackFace1.bmp"	3	"j"	"fast"	"WEAPON1.bmp"	NA	""	1	295	NA	NA	"WEAPON1.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	74	"BlackFace4.bmp"	3	"f"	"fast"	""	NA	"absneut3.bmp"	1	399	NA	NA	"absneut3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	75	"BlackFace3.bmp"	3	"j"	"fast"	"WEAPON2.bmp"	NA	""	1	374	NA	NA	"WEAPON2.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	76	""	3	"j"	"slow"	"WEAPON4.bmp"	NA	""	1	573	NA	NA	"WEAPON4.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface3.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	77	"BlackFace2.bmp"	3	"f"	"fast"	""	NA	"giraffe.bmp"	1	429	NA	NA	"giraffe.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	78	"BlackFace1.bmp"	3	"j"	"fast"	"WEAPON3.bmp"	NA	""	1	348	NA	NA	"WEAPON3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	79	"BlackFace4.bmp"	3	"j"	"fast"	"WEAPON1.bmp"	NA	""	1	348	NA	NA	"WEAPON1.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	80	""	3	"j"	"fast"	"WEAPON3.bmp"	NA	""	1	395	NA	NA	"WEAPON3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface1.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	81	"BlackFace3.bmp"	3	"j"	"fast"	"WEAPON1.bmp"	NA	""	1	338	NA	NA	"WEAPON1.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	82	""	3	"f"	"fast"	""	NA	"banana.bmp"	1	458	NA	NA	"banana.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface2.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	83	"BlackFace2.bmp"	3	"f"	"slow"	""	NA	"gripstrength.bmp"	1	561	NA	NA	"gripstrength.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	84	"BlackFace3.bmp"	3	"f"	"fast"	""	NA	"absneut3.bmp"	1	480	NA	NA	"absneut3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	85	"BlackFace4.bmp"	3	"f"	"slow"	""	NA	"gripstrength.bmp"	1	520	NA	NA	"gripstrength.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	86	""	3	"f"	"fast"	""	NA	"banana.bmp"	1	375	NA	NA	"banana.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface3.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	87	"BlackFace1.bmp"	3	"j"	"fast"	"WEAPON2.bmp"	NA	""	1	431	NA	NA	"WEAPON2.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	88	"BlackFace4.bmp"	3	"j"	"fast"	"WEAPON4.bmp"	NA	""	1	438	NA	NA	"WEAPON4.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	89	""	3	"f"	"fast"	""	NA	"giraffe.bmp"	1	461	NA	NA	"giraffe.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface4.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	90	""	3	"f"	"fast"	""	NA	"gripstrength.bmp"	0	436	NA	NA	"gripstrength.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface1.bmp"
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	91	"BlackFace1.bmp"	3	"f"	"fast"	""	NA	"banana.bmp"	1	459	NA	NA	"banana.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	92	"BlackFace2.bmp"	3	"j"	"fast"	"WEAPON2.bmp"	NA	""	1	394	NA	NA	"WEAPON2.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	93	"BlackFace3.bmp"	3	"j"	"fast"	"WEAPON3.bmp"	NA	""	1	402	NA	NA	"WEAPON3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
10	10	"11/19/2015"	"16:27:18"	"GunNeu"	"RightGun"	4	1	1	94	"BlackFace1.bmp"	3	"j"	"fast"	"WEAPON1.bmp"	NA	""	1	337	NA	NA	"WEAPON1.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
